"source_id","source_title","source_url","source_domain","source_type","official_sap_source","publication_date","updated_date","accessed_at","relevant_section","source_language","notes"
"sap_source_129","SAP Datasphere Trial","https://www.sap.com/products/data-cloud/datasphere/trial.html","sap.com","trial_page","true","","","2026-08-19","SAP Datasphere","en-US",""
"sap_source_130","SAP Business Data Cloud","https://www.sap.com/products/data-cloud.html","sap.com","product_page","true","","","2026-08-19","SAP Datasphere","en-US",""
"sap_source_131","SAP Analytics Cloud","https://www.sap.com/products/data-cloud/cloud-analytics.html","sap.com","product_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_132","SAP Analytics Cloud Overview","https://learning.sap.com/products/business-technology-platform/data-analytics/analytics-cloud","learning.sap.com","learning_content","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_133","Planning with SAP Analytics Cloud","https://learning.sap.com/courses/cost-center-and-internal-order-accounting-in-sap-s-4hana/planning-with-sap-analytics-cloud","learning.sap.com","learning_content","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_134","Analytic Applications","https://help.sap.com/docs/SAP_ANALYTICS_CLOUD/92a4a76cf6ae454cbf55b73df1cc2f3d/5179db5385ed476b9a2cf6582eb47e03.html","help.sap.com","help_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_135","Enterprise Planning and Analytics","https://learning.sap.com/courses/sap-btp-fundamentals-level-2-administration-security-extensibility-data-to-value/discovering-the-value-of-enterprise-planning-and-analytics","learning.sap.com","learning_content","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_136","Business Content Packages","https://help.sap.com/docs/SAP_ANALYTICS_CLOUD/42093f14b43c485fbe3adbbe81eff6c8/216e343fd6534d57a715bcae02bf958c.html","help.sap.com","help_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_137","SAP Analytics Cloud Mobile Administration","https://help.sap.com/docs/SAP_ANALYTICS_CLOUD/807116238aee48f0b580373243880235/746e76013fcc4d698de76f699cc52d32.html","help.sap.com","help_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_138","Analytical Insights in Joule","https://architecture.learning.sap.com/docs/ref-arch/9efadc","architecture.learning.sap.com","architecture_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_139","SAP Datasphere","https://www.sap.com/products/data-cloud/datasphere.html","sap.com","product_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_140","SAP Business Data Cloud","https://www.sap.com/products/data-cloud.html","sap.com","product_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_141","Analytics and Planning Integrated to S/4HANA","https://www.sap.com/products/data-cloud/cloud-analytics/accelerate-decision-making-with-sap-s4hana.html","sap.com","product_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_142","Predictive Planning","https://learning.sap.com/courses/applying-ai-powered-visualizations-and-augmented-analytics-to-business-data-in-sap-analytics-cloud-br/combining-augmented-analytics-time-series-forecasting-models-with-planning_a363fd1e-cee6-4bce-b812-e6262a3ffea6","learning.sap.com","learning_content","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_143","SAP Analytics Cloud Help","https://help.sap.com/docs/SAP_ANALYTICS_CLOUD","help.sap.com","help_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_144","Move Planning to SAC","https://www.sap.com/products/data-cloud/cloud-analytics/move-planning.html","sap.com","product_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_145","SAP Analytics Cloud REST API","https://help.sap.com/docs/SAP_ANALYTICS_CLOUD/14cac91febef464dbb1efce20e3f1613/3ccfab3348dd407db089accb66cff9a2.html","help.sap.com","api_documentation","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_146","SAP Analytics Cloud Pricing","https://www.sap.com/products/data-cloud/cloud-analytics/pricing.html","sap.com","pricing_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_147","SAP Analytics Cloud Trial","https://www.sap.com/products/data-cloud/cloud-analytics/trial-basic.html","sap.com","trial_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_148","Move Planning to SAC","https://www.sap.com/products/data-cloud/cloud-analytics/move-planning.html","sap.com","migration_page","true","","","2026-08-19","SAP Analytics Cloud","en-US",""
"sap_source_149","SAP Business Transformation Management","https://www.sap.com/products/business-transformation-management.html","sap.com","product_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_150","SAP Signavio Process Manager","https://www.sap.com/products/business-transformation-management/signavio-process-manager.html","sap.com","product_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_151","SAP Signavio Process Mining","https://www.sap.com/products/business-transformation-management/process-mining.html","sap.com","product_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_152","SAP Signavio Process Recommender","https://www.sap.com/products/business-transformation-management/signavio-solutions-process-recommender.html","sap.com","ai_feature_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_153","SAP Signavio Text to Process","https://news.sap.com/2025/03/sap-signavio-launches-ai-process-modeler-text-to-process/","news.sap.com","news_release","true","2025-03-11","","2026-08-19","SAP Signavio","en-US",""
"sap_source_154","SAP Signavio Text to Insight","https://www.sap.com/products/business-transformation-management/signavio-solutions-process-analyzer-text-to-insight.html","sap.com","ai_feature_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_155","Joule in SAP Signavio Solutions","https://help.sap.com/docs/joule/capabilities-guide/joule-in-sap-signavio-process-transformation-suite","help.sap.com","help_documentation","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_156","SAP Signavio Documentation","https://help.sap.com/docs/signavio","help.sap.com","help_documentation","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_157","SAP Signavio Solutions Joule","https://www.sap.com/products/business-transformation-management/signavio-solutions-joule.html","sap.com","pricing_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_158","Process Transformation AI Assistant","https://www.sap.com/use-cases/joule-assistant/process-transformation-ai","sap.com","ai_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_159","SAP Signavio Text to Widget","https://www.sap.com/products/business-transformation-management/signavio-solutions-process-analyzer-text-to-widget.html","sap.com","ai_feature_page","true","","","2026-08-19","SAP Signavio","en-US",""
"sap_source_160","SAP Business Network Overview","https://www.sap.com/products/business-network.html","sap.com","product_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_161","SAP Business Network Asset Collaboration","https://www.sap.com/products/business-network/asset-collaboration.html","sap.com","product_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_162","Ariba Network is now SAP Business Network","https://www.sap.com/products/spend-management/ariba-network.html","sap.com","product_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_163","SAP Business Network Documents","https://help.sap.com/docs/business-network-for-procurement/business-network-buyer-administration/sap-business-network-documents","help.sap.com","help_documentation","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_164","SAP Business Network for Supply Chain Overview","https://help.sap.com/docs/business-network-for-trading-partners/supplier-business-network-supply-chain/sap-business-network-for-supply-chain-overview","help.sap.com","help_documentation","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_165","SAP Business Network for Logistics","https://help.sap.com/docs/business-network-for-logistics","help.sap.com","help_documentation","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_166","Business Network Integration Guide","https://help.sap.com/docs/business-network-for-procurement/business-network-supply-chain-integration-configuration/sap-business-network-for-supply-chain-integration-and-configuration-guide","help.sap.com","help_documentation","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_167","SAP Business Network for Industries","https://www.sap.com/products/business-network/industries.html","sap.com","industry_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_168","Managing Network Catalog","https://help.sap.com/doc/4d240846575146daaec7e2002866ff56/2511/en-US/NetworkCatalog.pdf","help.sap.com","product_documentation","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_169","What is SAP Business Network","https://www.sap.com/products/business-network/what-is-sap-business-network.html","sap.com","product_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_170","Business Network Assistant","https://www.sap.com/use-cases/joule-assistant/business-network-ai","sap.com","ai_page","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_171","SAP Business Network and SAP BTP","https://news.sap.com/2025/06/sap-btp-sap-business-network-innovation/","news.sap.com","news_release","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_172","SAP Business Network for Industry","https://news.sap.com/2023/05/sap-business-network-for-industry-meet-unique-business-needs/","news.sap.com","news_release","true","","","2026-08-19","SAP Business Network","en-US",""
"sap_source_173","SAP Build Overview","https://www.sap.com/products/technology-platform/build.html","sap.com","product_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_174","SAP Build Apps","https://www.sap.com/products/technology-platform/build/apps.html","sap.com","product_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_175","SAP Build Process Automation","https://help.sap.com/docs/build-process-automation","help.sap.com","help_documentation","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_176","SAP Build Work Zone","https://help.sap.com/docs/build-work-zone-advanced-edition/sap-build-work-zone-advanced-edition/getting-started","help.sap.com","help_documentation","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_177","SAP Build Code and pro-code","https://www.sap.com/products/technology-platform/build.html","sap.com","product_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_178","SAP Build Governance and Work Zone Architecture","https://help.sap.com/docs/build-work-zone-advanced-edition/sap-build-work-zone-advanced-edition/solution-architecture-and-authentication-details","help.sap.com","help_documentation","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_179","SAP Build Guided Processes","https://help.sap.com/docs/build-process-automation/sap-build-process-automation/create-guided-process","help.sap.com","help_documentation","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_180","SAP Build Innovations","https://www.sap.com/products/technology-platform/build/innovations.html","sap.com","roadmap_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_181","SAP Build Product Learning","https://learning.sap.com/products/sap-build","learning.sap.com","learning_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_182","Joule Studio","https://www.sap.com/products/artificial-intelligence/joule-studio.html","sap.com","ai_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_183","Joule for Developers","https://www.sap.com/products/artificial-intelligence/joule-for-developers.html","sap.com","ai_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_184","SAP Build Pricing","https://www.sap.com/products/technology-platform/build/pricing.html","sap.com","pricing_page","true","","","2026-08-19","SAP Build","en-US",""
"sap_source_185","SAP Build Trial","https://www.sap.com/products/technology-platform/build/trial.html","sap.com","trial_page","true","","","2026-08-19","SAP Build","en-US",""
