"faq_id","product_id","difficulty_level","question","answer","source_ids","language_code"
"sap_business_network_faq_010_o_preco_e_publico","sap_business_network","specific","O preço é público?","A contratação depende de solução, conta, escopo e contrato; valores exatos devem ser confirmados com a SAP.","sap_source_160;sap_source_168","pt-BR"
"sap_business_network_faq_011_atende_e_invoicing","sap_business_network","specific","Atende e-invoicing?","A SAP informa suporte a mandatos de faturamento eletrônico em mais de 40 países, sujeito a cobertura e configuração.","sap_source_160","pt-BR"
"sap_business_network_faq_012_asset_collaboration_e_para_que","sap_business_network","specific","Asset Collaboration é para quê?","Conecta fabricantes, operadores e prestadores para compartilhar dados e colaborar na manutenção de ativos.","sap_source_161","pt-BR"
"sap_build_faq_001_o_que_e_sap_build","sap_build","basic","O que é SAP Build?","É a oferta SAP para criar aplicações, automatizar processos e projetar workspaces digitais com low-code, pro-code e IA.","sap_source_173","pt-BR"
"sap_build_faq_002_quais_sao_os_principais_componentes","sap_build","basic","Quais são os principais componentes?","SAP Build Apps, Process Automation, Work Zone, Build Code, Joule Studio e Joule for Developers.","sap_source_173;sap_source_174;sap_source_175;sap_source_176;sap_source_177;sap_source_182","pt-BR"
"sap_build_faq_003_sap_build_e_low_code_ou_pro_code","sap_build","basic","SAP Build é low-code ou pro-code?","Os dois. A oferta combina ferramentas visuais low-code com desenvolvimento code-first e extensões profissionais.","sap_source_173","pt-BR"
"sap_build_faq_004_sap_build_roda_sobre_sap_btp","sap_build","intermediate","SAP Build roda sobre SAP BTP?","Sim. SAP Build é uma oferta de desenvolvimento e automação da SAP BTP.","sap_source_173","pt-BR"
"sap_build_faq_005_o_que_e_sap_build_apps","sap_build","intermediate","O que é SAP Build Apps?","É o componente visual low-code para criar aplicações empresariais.","sap_source_174","pt-BR"
"sap_build_faq_006_o_que_e_sap_build_process_automatio","sap_build","intermediate","O que é SAP Build Process Automation?","É o componente para workflows, automação de tarefas, decisões, RPA e procedimentos guiados.","sap_source_175","pt-BR"
"sap_build_faq_007_o_que_e_sap_build_work_zone","sap_build","intermediate","O que é SAP Build Work Zone?","É o componente para criar sites, portais e workspaces digitais centralizados.","sap_source_176","pt-BR"
"sap_build_faq_008_o_que_e_sap_build_code","sap_build","intermediate","O que é SAP Build Code?","É o componente code-first para desenvolver aplicações e extensões com modelos SAP.","sap_source_177","pt-BR"
"sap_build_faq_009_o_que_e_joule_studio_no_sap_build","sap_build","specific","O que é Joule Studio no SAP Build?","É o ambiente para criar, implantar e gerenciar agentes e skills que estendem Joule.","sap_source_182","pt-BR"
"sap_build_faq_010_sap_build_substitui_sap_btp","sap_build","specific","SAP Build substitui SAP BTP?","Não. Build usa e complementa BTP; BTP é a plataforma mais ampla de serviços e runtime.","sap_source_173","pt-BR"
"sap_build_faq_011_sap_build_substitui_sap_signavio","sap_build","specific","SAP Build substitui SAP Signavio?","Não. Build executa desenvolvimento e automação; Signavio é voltado a transformação e análise de processos.","sap_source_175","pt-BR"
"sap_build_faq_012_existe_trial","sap_build","specific","Existe trial?","A SAP informa um trial básico de 30 dias, sujeito às condições da oferta.","sap_source_185","pt-BR"
"sap_build_faq_013_quanto_custa_sap_build","sap_build","specific","Quanto custa SAP Build?","A página de pricing consultada apresenta edições e preço para algumas modalidades; o valor final depende de edição, contrato e condições comerciais.","sap_source_184","pt-BR"
